address_id,street_name,street_number,postal_code,ward,latitude,longitude,,
34169,WILLOW RD,189,N1H 1W9,3,43.54166281270,-80.27706221340,,
26140,CEDARCROFT PL,5,NIG 4X7,5,43.53052821490,-80.21624515040,,
43927,ARBORDALE WALK,17,NIG 4X7,5,43.53029178130,-80.21736743660,,
25333,CHERRY BLOSSOM CIR,39,NIG 4X7,5,43.52898586030,-80.21244789120,,
22672,WESTRA DR,49,,4,43.52310613750,-80.30534240580,,
25396,FARLEY DR,254,N1L 1N2,6,43.51104659470,-80.18854605670,,
45511,ROCHELLE DR,21,N1K 1K8,4,43.52068525910,-80.27717737480,,
4630,WAVERLEY DR,137,N1E 1H1,2,43.57222847150,-80.25923469690,,
7143,PALERMO CRES,29,N1E 2J8,1,43.56187391120,-80.23440802350,,
7156,FRESHMEADOW WAY,108,N1K 1P9,4,43.51808139980,-80.28353663170,,
7944,DARLING CRES,67,N1L 1P9,6,43.50450690030,-80.18693651270,,
7157,GRANDRIDGE CRES,89,N1H 8G3,4,43.53620130330,-80.29293518180,,
7152,CARRINGTON PL,43,N1G 5C3,6,43.51185972450,-80.20746646610,,
5492,CHESTERTON LANE,38,N1E 6S8,1,43.56421063510,-80.22752941170,,
5493,PAISLEY ST,114,N1H 2P1,3,43.54299163790,-80.25709444750,,
5495,YORKSHIRE ST S,25,N1H 4Z9,3,43.53837264690,-80.25473275560,,
5026,MOUNTFORD DR,87,N1E 6E7,1,43.56675994710,-80.23748181190,,
5027,LANE ST,134,N1E 4N5,1,43.55824019770,-80.24528975090,,
3410,MOUNTFORD DR,42,N1E 6G1,1,43.56537972610,-80.23489501480,,
5679,HAYWARD CRES,46,N1G 5A4,6,43.49616858410,-80.19959383420,,
5681,HARCOURT DR,40,N1G 1J6,5,43.53503670770,-80.23728494420,,
5809,VANCOUVER DR,13,N1E 2E7,1,43.55979880270,-80.23947005770,,
6987,WAXWING CRES,30,N1C 1E1,6,43.49624497220,-80.24317674240,,
6988,ERAMOSA RD,274,N1E 2M6,2,43.55784798830,-80.24969708310,,
9815,PRIMROSE LANE,14,N1H 7V4,4,43.53341366860,-80.29187998090,,
2181,RASPBERRY LANE,22,N1E 7H5,1,43.56323459740,-80.22482428990,,
2182,SILURIAN DR,252,N1E 7B8,1,43.56595485130,-80.22557039350,,
2237,STARWOOD DR,272,N1E 7B8,1,43.56664610780,-80.22454003660,,
2238,KEARNEY ST,95,N1E 7H4,1,43.56558353260,-80.22556117290,,
2240,MACKAY ST,8,N1E 7H3,1,43.56435226560,-80.22464704910,,
2270,KEARNEY ST,44,N1E 7H3,1,43.56496541070,-80.22379311280,,
2301,PAISLEY RD,278,N1H 2P9,3,43.54048450340,-80.26298263520,,
2303,RICKSON AVE,153,N1G 4Y3,6,43.51439221700,-80.21387517450,,
2304,CHILLICO DR,70,N1K 1Y6,4,43.52831191200,-80.30545996330,,
2305,LYNCH CIR,89,N1L 1R6,6,43.50589641930,-80.18402364520,,
3377,KEATING ST,96,N1E 7G1,1,43.56484819080,-80.21858497090,,
3320,HEBERT ST,22,N1E 0B7,1,43.57016868950,-80.23051566370,,
3321,MITCHELL ST,41,N1E 4J2,2,43.55129267520,-80.25159436820,,
3469,BRONWYN PL,9,N1K 1X1,4,43.52849904570,-80.27190775950,,
5795,SUMMIT RIDGE DR,3,N1E 0B4,1,43.56883066150,-80.22931327580,,
5796,FOREST HILL DR,35,N1G 2E4,5,43.53395659780,-80.24411449770,,
7434,ELSON DR,24,N1G 4P9,5,43.52647521580,-80.25259924350,,
7435,HADATI RD,163,N1E 6N3,1,43.56128276300,-80.23189247180,,
7680,IMPERIAL RD S,415,N1K 1K2,4,43.52147794760,-80.27266592970,,
7681,SUNNYLEA CRES,23,N1E 1W3,2,43.56114602220,-80.25623587950,,
6991,RICKSON AVE,74,N1G 3A3,5,43.51828594120,-80.21945966630,,
4788,KING ST,3,N1E 4P4,1,43.54956441480,-80.24746866820,,
4810,BRIDLEWOOD DR,28,N1G 4B2,6,43.50861635730,-80.24200614230,,
3993,SINCLAIR ST,39,N1L 1R7,6,43.50512870270,-80.18441218330,,
7910,SPEEDVALE AVE E,454,N1E 1P1,2,43.56977536080,-80.25326397190,,
6528,POWELL ST W,2,N1H 1T9,3,43.55291694800,-80.26097613720,,
6529,EDINBURGH RD N,505,N1H 6L4,3,43.55798940210,-80.28318655320,,
7571,FIFE RD,186,N1H 8L3,4,43.51339622690,-80.27513054580,,
7894,LAURINE AVE,28,N1E 4M9,1,43.55550354890,-80.24293037410,,
7897,MONTREAL RD,4,N1E 2K5,1,43.55826813760,-80.23869574100,,
4525,GLENBURNIE DR,36,N1E 4C6,2,43.56723816180,-80.24411525640,,
3088,MARGARET ST,37,N1E 5R6,1,43.54291912790,-80.24029090590,,
3466,ELIOT PL,27,N1E 6H9,1,43.56621999500,-80.23910711500,,
3467,PALMER ST,163,N1E 2R5,1,43.55351662970,-80.24273739750,,
5573,DARBY RD,28,N1K 1R4,4,43.52078398660,-80.27906166710,,
5441,HOSKING PL,24,N1G 3R9,5,43.51058017500,-80.23119542500,,
4082,DALEBROOK PL,16,N1E 1A8,2,43.57380104670,-80.26740314630,,
4083,OAKRIDGE CRES,30,N1L 1J3,6,43.51329259840,-80.19257871750,,
4084,NISKA RD,104,N1C 1A5,6,43.50423239940,-80.24163092470,,
4087,WOOLWICH ST,373,N1H 3W4,2,43.55201196710,-80.25886357090,,
4088,MICHENER RD,521,N1K 1C8,4,43.53603911890,-80.32124510170,,
8106,WILLIAM ST,66,N1E 5E6,1,43.55759315200,-80.23881935750,,
11692,GARTH ST,8,N1H 2G3,3,43.54592645590,-80.25897535210,,
5569,CHARTWELL CRES,20,N1G 2T7,5,43.51470375300,-80.25240490540,,
5565,EDINBURGH RD S,707,N1G 4H9,5,43.51452594880,-80.22194053900,,
5687,TERRY BLVD,38,N1E 1X5,2,43.56228718020,-80.25458002210,,
5504,CAROLYN CRT,11,N1H 7M5,4,43.53971537560,-80.28924627320,,
4968,FLETCHER CRT,32,N1E 7G8,2,43.57102120650,-80.24305258890,,
5546,ABBEYWOOD CRES,45,N1K 1V2,4,43.52455849080,-80.27685721280,,
5547,LAW DR,19,N1E 7G5,1,43.56731341090,-80.21876050320,,
5549,HAZELWOOD DR,72,N1C 1A4,6,43.49941740220,-80.23354825180,,
5550,ARTHUR ST N,183,N1E 4V6,2,43.55050449250,-80.25169068050,,
5551,ELMIRA RD N,160,N1K 1Y9,4,43.52914372070,-80.30288157770,,
5793,HARDY ST,39,N1E 5G4,1,43.55717641010,-80.23384682600,,
5529,FARLEY DR,164,N1L 1L6,6,43.50705693000,-80.19238268440,,
9448,DARNELL RD,29,N1G 5K4,6,43.51446866720,-80.21226695570,,
5786,STEPHANIE DR,352,N1K 1R3,4,43.52219939890,-80.28558874510,,
4334,CAROLYN CRT,16,N1H 7M5,4,43.53957964260,-80.29013503550,,
7572,GEDDES CRES,26,N1G 5K7,6,43.51400473720,-80.21032624540,,
4171,BENNETT AVE,1,N1E 2C3,1,43.55587001470,-80.24750790290,,
7603,LANE ST,141,N1E 4N6,1,43.55890901200,-80.24512379060,,
6141,ALICE ST,19,N1E 2Z7,1,43.54539514020,-80.23872670260,,
6482,HIGHVIEW PL,21,N1H 1M8,3,43.55275459790,-80.27214059330,,
6144,SILVERSMITH CRT,2,N1G 5C1,6,43.51081496780,-80.20812446360,,
6147,VICTORIA RD N,390,N1E 5J7,2,43.57592444280,-80.25800903530,,
6481,FORSTER DR,19,N1G 4N1,5,43.52609612690,-80.21080210980,,
4248,HAVELOCK ST,16,N1E 4G5,2,43.55366999570,-80.25246261770,,
4514,HEWITT LANE,59,N1K 1V7,4,43.52837135090,-80.28238266620,,
4182,COLE RD,429,N1G 3E9,5,43.51063585990,-80.23347960700,,
4293,PHEASANT RUN DR,90,N1C 1E3,6,43.49526787810,-80.24194501510,,
2541,FRESHMEADOW WAY,118,N1K 1P9,4,43.51841268030,-80.28434537130,,
16604,CASTLEBURY DR,11,N1K 1X9,4,43.52778121220,-80.27415043020,,
16600,LOWES RD,69,N1G 4X2,6,43.50721726740,-80.19818826200,,
11693,CHERRYWOOD DR,30,N1K 1R7,4,43.52237939730,-80.28413200500,,
11694,PLEASANT RD,66,N1E 3Z4,2,43.55861198980,-80.25427576250,,
16737,MACDONELL ST,72,N1H 2Z6,1,43.54523483690,-80.24777542470,,
16738,SPEEDVALE AVE W,107,N1H 1K1,3,43.55375553600,-80.27522079560,,
17062,PETTITT DR,12,N1E 7G7,1,43.56712214840,-80.21715448890,,
2261,GRANGE RD,410,N1E 7B9,1,43.56462877440,-80.22343300830,,
2262,STARWOOD DR,244,N1E 7C1,1,43.56652691560,-80.22317396650,,
2264,CHESTERTON LANE,51,N1E 6S8,1,43.56430820200,-80.22654504710,,
19647,UPTON CRES,83,N1E 6P6,1,43.56247776480,-80.23173614210,,
19648,GIBBS CRES,47,N1G 5B7,6,43.49942421440,-80.19573021570,,
19637,KENSINGTON ST,7,N1E 3P3,2,43.56566569930,-80.26381100370,,
19638,TALBOT ST,70,N1G 2E9,5,43.53237870910,-80.24150292710,,
19640,VANCOUVER DR,35,N1E 2E7,1,43.56116168870,-80.23814930310,,
3331,DEERCHASE CRT,8,N1G 3X5,6,43.50518179550,-80.22815175520,,
3332,SUNNYLEA CRES,69,N1E 1W3,2,43.55918919940,-80.25579581280,,
4080,LOUISA DR,8,N1E 4T5,1,43.55393877730,-80.24019249530,,
4332,KIMBERLEY DR,6,N1H 1L2,3,43.55271326660,-80.27409166920,,
5778,DELAWARE AVE,36,N1E 3V6,2,43.57481364710,-80.25132590590,,
5784,LYNCH CIR,14,N1L 1R5,6,43.50555834010,-80.18646302740,,
5785,HARRISON AVE,16,N1H 5J8,3,43.53895254440,-80.25833072290,,
7232,VANCOUVER DR,51,N1E 2E7,1,43.56208110440,-80.23929695580,,
4546,ONTARIO ST,99,N1E 3B3,1,43.54469730670,-80.23614920340,,
6507,MUSKOKA DR,33,N1E 3M8,2,43.58040929340,-80.25286975780,,
6744,MURPHY CRT,5,N1G 5H8,6,43.50097283030,-80.19852997200,,
4339,PAISLEY RD,858,N1K 1V8,4,43.52752212490,-80.28246996000,,
5273,FOREST ST,77,N1G 1J3,5,43.53140201950,-80.24461124160,,
5278,TERRY BLVD,4,N1E 1X5,2,43.56092343080,-80.25426348180,,
5313,CASSINO AVE,2,N1E 2H8,1,43.55684623520,-80.24268439170,,
5310,METCALFE ST,33,N1E 4X3,1,43.55214064100,-80.24219880910,,
5663,VAUGHAN ST,116,N1G 0B1,6,43.50926374090,-80.19803256140,,
16602,HEARN AVE,38,N1H 5Y4,3,43.53444088570,-80.26135318490,,
16603,STARWOOD DR,147,N1E 7G7,1,43.56665618950,-80.21624385940,,
2180,KEARNEY ST,55,N1E 7H3,1,43.56540911750,-80.22366474470,,
3887,HAYES AVE,66,N1E 5V8,1,43.54897685440,-80.22572785390,,
3888,BRANT AVE,96,N1E 1G3,2,43.57825517810,-80.25031613540,,
3890,STANLEY ST,17,N1H 1L4,3,43.55511723600,-80.27066445260,,
5235,SUFFOLK ST W,192,N1H 2J8,3,43.54371161060,-80.26126884770,,
3732,BURTON RD,5,N1G 3L2,4,43.53134872700,-80.29507346350,,
3519,SCOTT CRT,9,N1E 6W9,1,43.56711220630,-80.23749420790,,
3456,VANCOUVER DR,76,N1E 2G2,1,43.56314121250,-80.24175073750,,
3457,LYNCH CIR,40,N1L 1R5,6,43.50658846380,-80.18642537920,,
20518,CHERRY BLOSSOM CIR,41,NIG 4X7,5,43.52910456160,-80.21233741170,,
2708,ST ARNAUD ST,19,N1H 5V5,3,43.53516105160,-80.26046109340,,
3346,HICKORY ST,19,N1G 2X2,5,43.52345000290,-80.22121976100,,
3347,ROBERTSON DR,32,N1H 4S7,3,43.55355473390,-80.26791245700,,
3582,CALLANDER DR,11,N1E 4H3,1,43.56380823530,-80.24379312450,,
3583,LEACOCK AVE,43,N1E 6P9,1,43.56354333620,-80.23117717520,,
3585,DEERPATH DR,20,N1K 1T9,4,43.52660526140,-80.27967429270,,
3586,DAWN AVE,179,N1G 4X2,6,43.50530675840,-80.19697157850,,
3587,BUSHMILLS CRES,62,N1K 1T7,4,43.52707766320,-80.27565050520,,
2813,DELHI ST,315,N1E 4L2,2,43.56445536270,-80.26702357740,,
2814,STARVIEW CRES,84,N1E 7A1,1,43.56703569980,-80.22885891190,,
2816,STEVENSON ST N,1,N1E 5A3,1,43.55433035670,-80.23519425970,,
2818,CEDAR ST,65,N1G 1C4,5,43.53076833010,-80.25136852840,,
4220,WEST ACRES DR,293,N1H 7N9,4,43.51922670900,-80.27749349110,,
4215,COLE RD,85,N1G 4S3,5,43.51474474560,-80.23435667960,,
3058,SOMERSET GLEN,61,N1G 5G2,6,43.50918276570,-80.21356652550,,
2777,HAGAN AVE,39,N1E 7B7,1,43.55983417130,-80.22396173470,,
5664,HANDS DR,47,N1G 3K2,5,43.52701255520,-80.21212547370,,
5665,CORK ST W,124,N1H 2X5,3,43.54162155000,-80.25576351820,,
6019,HALES CRES,41,N1G 1P7,5,43.53082041500,-80.23688794680,,
6020,HARRIS ST,106,N1E 5T1,1,43.54814386490,-80.23055258190,,
7088,LATENDA PL,15,N1G 3B8,5,43.52392135620,-80.21448675540,,
7775,KORTRIGHT RD E,121,N1G 0A6,6,43.53017032790,-80.20602445100,,
7089,STONE RD E,721,N1L 1B7,1,43.54315313300,-80.19945037240,,
6183,QUEENSDALE CRES,110,N1H 6W3,4,43.51624736420,-80.27821821970,,
7271,EASTVIEW RD,8,N1E 1Z4,2,43.56549590600,-80.24167656980,,
7053,GLENBROOK DR,20,N1E 1A9,2,43.57549095550,-80.26415055730,,
6130,BONAR PL,5,N1H 8K2,4,43.52832263320,-80.29454363040,,
6470,SHERIDAN ST,77,N1E 3T9,2,43.57203803320,-80.25318280220,,
16418,WOODBOROUGH RD,60,N1G 3K5,6,43.50798730500,-80.22750761460,,
16419,CARROLL CRES,15,N1G 5B7,6,43.49853595930,-80.19750394020,,
2101,RASPBERRY LANE,23,N1E 7H5,1,43.56366489900,-80.22456270460,,
46480,GOODWIN DR,225,,6,43.51248850780,-80.17552402740,,
19057,VICTORIA RD S,965,,6,43.53221583920,-80.19747630190,,
46290,COOPER DR,96,,6,43.48596378720,-80.20954546890,,
36044,CLAIR RD W,7,N1L 0A6,6,43.50100114540,-80.19089971450,,
23324,WOOLWICH ST,59,N1H 3V1,1,43.54748128690,-80.24684581780,,
23473,ROYAL RD,0,,4,43.54553502580,-80.30149790460,,
23599,LAIRD RD,386,N1G 3X7,6,43.49292184370,-80.20263538200,,
23607,WYNDHAM ST N,147,N1H 4E9,1,43.54761110040,-80.25032367300,,
46208,HILL TRAIL,94,N1E 7C9,1,43.57251366460,-80.22076507260,,
15291,WILLOW RD,205,N1H 1W9,3,43.54137374460,-80.27745580540,,
40289,SCOTTSDALE DR,443,,5,43.51998207380,-80.23936972330,,
44990,BISHOP CRT,11,N1G 2R8,5,43.51260335680,-80.24700342710,,
44991,AUDREY AVE,91,N1E 5Y1,1,43.54915475340,-80.22328422590,,
2702,RIDGEWOOD AVE,23,N1H 6C3,3,43.53792393900,-80.27117884850,,
2703,CREEKSIDE DR,73,N1E 0B9,1,43.57112758830,-80.21218512410,,
7963,KNIGHTSWOOD BLVD,71,N1E 3W6,2,43.56994442080,-80.25854464960,,
7573,STONE RD E,771,N1L 1B8,1,43.55052811280,-80.19190284070,,
7252,EVANS DR,12,N1L 1L8,6,43.50660911070,-80.19115995700,,
6494,APPLEWOOD CRES,52,N1H 6B5,3,43.54493733680,-80.28057672070,,
6495,ELORA ST,9,N1H 2X7,3,43.54076528980,-80.25702956510,,
7556,SOUTHCREEK TRAIL,4,N1G 4Y8,6,43.51118491310,-80.21594428870,,
7877,TALBOT ST,64,N1G 2E9,5,43.53191858070,-80.24085857390,,
6521,SUMMIT RIDGE DR,63,N1E 0B8,1,43.57185966850,-80.22944036930,,
7873,COLE RD,256,N1G 3K4,5,43.50984590050,-80.23689416960,,
7875,MCILWRAITH CRES,15,N1E 6J4,1,43.56556260350,-80.23796282800,,
6162,FOXWOOD CRES,17,N1C 1A6,6,43.50318862720,-80.24094159740,,
19642,EARL ST,26,N1H 1N6,2,43.55672140130,-80.26423853610,,
5072,LYNCH CIR,106,N1L 1R8,6,43.50583894710,-80.18325246340,,
5832,WOOLWICH ST,571,N1H 3Y4,2,43.55685393620,-80.26567021560,,
3499,GREY OAK DR,66,N1L 1R2,6,43.51845888460,-80.18413995030,,
3501,HUNTERS LANE,33,N1C 1B2,6,43.49650550130,-80.23600191300,,
3503,ERVIN CRES,35,N1G 3K6,5,43.50965294670,-80.23148159160,,
3700,SOUTHCREEK TRAIL,35,N1G 4Y9,6,43.51030072730,-80.21787864590,,
3681,PORTER DR,21,N1L 1M3,6,43.50511353330,-80.18977014440,,
3683,GLENBROOK DR,22,N1E 1A9,2,43.57538573420,-80.26429387720,,
3861,DEERPATH DR,89,N1K 1V3,4,43.52530990650,-80.27591257020,,
3862,HASTINGS BLVD,28,N1E 4G4,2,43.56919541950,-80.24010151470,,
3863,SILVERCREEK PKY N,37,N1H 3T1,3,43.53458946040,-80.27236413630,,
3884,FLAHERTY DR,12,N1H 8K3,4,43.52836396740,-80.29760313090,,
9156,SPRING ST,33,N1E 1Z9,2,43.55400997520,-80.25387556240,,
34692,WHITE PINE WAY,57,NIG 4X7,5,43.52825137360,-80.21209796240,,
2784,HONEYSUCKLE DR,42,NIG 4X7,5,43.53252155820,-80.21125010600,,
21153,CLIVE AVE,5,N1E 3S2,2,43.56323570000,-80.26203483160,,
26491,MACDONELL ST,113,,1,43.54545577030,-80.24638691260,,
25300,THORNHILL DR,52,N1H 8C7,4,43.53353043870,-80.29915746690,,
25183,WINSTON CRES,104,N1E 2K3,1,43.55635392260,-80.24557593280,,
44062,SCOTTSDALE DR,222,N1G 2K8,5,43.52307464760,-80.24081839780,,
23926,CLAIR RD E,4,,6,43.50093407200,-80.18870527310,,
2803,MACDONELL ST,109,,1,43.54535074720,-80.24659624310,,
43732,CLOUGH CRES,10,,6,43.52158887630,-80.18725221350,,
25138,HEARN AVE,27,N1H 5Y3,3,43.53455191400,-80.26236104320,,
24564,PHEASANT RUN DR,21,N1C 1B2,6,43.49715998760,-80.23673020500,,
24544,DEAN AVE,93,N1G 1L7,5,43.52922486240,-80.24435146240,,
34385,PARKSIDE DR,19,NIG 4X7,5,43.53013007570,-80.21017906250,,
7611,WHITE PINE WAY,1,NIG 4X7,5,43.52825376470,-80.21509044150,,
42794,SCOTTSDALE DR,523,,5,43.51851538460,-80.24063281680,,
4137,SEVERN DR,154,N1E 7K5,1,43.57624585600,-80.21928182390,,
4395,KEYS CRES,5,N1G 5H9,6,43.50231940780,-80.19901421660,,
6200,CLYTHE CREEK DR,3,N1E 7C9,1,43.57214580000,-80.21960054300,,
6461,WOODLAWN RD E,505,N1E 5J9,2,43.57785661790,-80.25882480460,,
4777,CONROY CRES,84,N1G 2V6,5,43.50963359660,-80.25199082360,,
4779,ELMIRA RD S,216,N1K 1P7,4,43.52050392950,-80.28539457990,,
4781,WILSONVIEW AVE,67,N1G 2W5,5,43.52161426740,-80.24004853180,,
4789,VISTA TERR,6,N1E 1A1,2,43.57432901860,-80.26880625660,,
4790,FRANKLIN AVE,24,N1E 4M5,1,43.55482627880,-80.24499604450,,
6705,WINDERMERE CRT,11,N1E 3L3,2,43.57605079260,-80.26088355360,,
6706,WAVERLEY DR,46,N1E 6C8,2,43.56916377710,-80.26435901620,,
5858,FLEMING RD,17,N1E 7G6,1,43.56714332780,-80.21762436240,,
3076,APPLEWOOD CRES,105,N1H 6B3,3,43.54438126240,-80.28355757470,,
3077,FIELDSTONE RD,43,N1L 1B4,6,43.52301994990,-80.20511075740,,
3080,IMPERIAL RD S,425,N1K 1J9,4,43.52109134230,-80.27188124310,,
10178,WOODLAWN RD E,400,N1E 6L2,2,43.57316991190,-80.26672005760,,
10179,BUSHMILLS CRES,31,N1K 1T6,4,43.52777817280,-80.27723358260,,
5833,DOOLEY PL,5,N1G 4M7,5,43.52822494450,-80.20860594890,,
16596,SILVERSMITH CRT,7,N1G 5C1,6,43.51091527080,-80.20878061150,,
16739,WALNUT DR,78,N1E 4B5,2,43.56771078950,-80.25261011620,,
16740,KENWOOD CRES,30,N1H 6E5,3,43.53797843100,-80.27377245150,,
16168,GLENGARRY ST,3,N1H 6G6,3,43.53413893980,-80.26998953700,,
3011,MUSKOKA DR,12,N1E 3M7,2,43.57907482570,-80.25238949820,,
3009,ABBEYWOOD CRES,10,N1K 1T9,4,43.52606371410,-80.27872351720,,
2437,KORTRIGHT RD W,512,N1G 3Z1,6,43.51032589300,-80.22667496610,,
2438,SPEEDVALE AVE E,319,N1E 1N4,2,43.56516228940,-80.25836406340,,
2439,CASSINO AVE,75,N1E 2J4,1,43.55989780260,-80.23765543850,,
2493,PORTER DR,8,N1L 1M3,6,43.50507487800,-80.19043265470,,
2309,LYLE PL,2,N1L 1A8,6,43.52153997830,-80.20871279710,,
3037,MARY ST,27,N1G 2A6,5,43.53581101280,-80.24367248930,,
2018,SILURIAN DR,234,N1E 7B8,1,43.56583852970,-80.22466631920,,
2092,AUDEN RD,263,N1E 6N5,1,43.56166413090,-80.22821938530,,
5247,BEATTIE ST,28,N1H 8N1,3,43.55795848630,-80.27457224940,,
5248,RICKSON AVE,196,N1G 4Y6,6,43.51323138040,-80.21119827970,,
23378,CARDIGAN ST,102,,2,43.55060434370,-80.25504014190,,
5249,PORTER DR,27,N1L 1M3,6,43.50529160470,-80.18953194520,,
5250,FRANKLIN AVE,45,N1E 4M6,1,43.55559404710,-80.24505968640,,
4346,WOODLAWN RD E,609,N1E 1C3,2,43.58101614540,-80.25469112620,,
4669,FAIRVIEW BLVD,37,N1G 1H5,5,43.53479671520,-80.24084705550,,
4670,MCCURDY RD,38,N1G 4Z9,6,43.51132854100,-80.21221704170,,
4671,ALLAN AVE,46,N1H 3G2,3,43.53547235250,-80.25852860800,,
4338,DAWN AVE,195,N1G 4X2,6,43.50472079850,-80.19577881130,,
9554,KING ST,48,N1E 4P6,1,43.55008177670,-80.24937515200,,
5453,BEAVER MEADOW DR,40,N1L 1N5,6,43.50919101180,-80.18587300050,,
7455,NEEVE ST,162,N1E 5S4,1,43.54348363940,-80.23773231790,,
7456,ERAMOSA RD,635,N1E 2N7,2,43.57156665840,-80.24692551150,,
7457,VICTORIA RD N,431,N1E 5J9,2,43.57702298170,-80.25836648770,,
11967,WIMBLEDON RD,9,N1H 7N4,4,43.53139362850,-80.29185343400,,
11968,MERCER ST,14,N1H 2E7,3,43.54208652830,-80.26587437990,,
4701,WATERLOO AVE,170,N1H 3J3,5,43.53636811250,-80.25460201380,,
4702,DREW ST,35,N1H 1Z8,3,43.54186486940,-80.27151279150,,
4703,LORNA DR,4,N1G 4B4,5,43.52824775480,-80.21124466410,,
4704,HARVARD RD,125,N1G 3P9,5,43.52058820260,-80.22882692950,,
7489,HILL TRAIL,90,N1E 7C9,1,43.57265236940,-80.22056423760,,
7490,GREENGATE RD,17,N1H 1P2,3,43.54343106010,-80.28055123330,,
4280,DEERPATH DR,26,N1K 1T9,4,43.52683578080,-80.27935424530,,
3940,KORTRIGHT RD W,502,N1G 3Z1,6,43.51050462910,-80.22576075640,,
3937,LORNA DR,27,N1G 4C5,5,43.52939404780,-80.20892194410,,
5203,PACIFIC PL,33,N1G 4R5,5,43.52772838400,-80.25596057010,,
6135,MALVERN CRES,18,N1L 1G8,6,43.51422037760,-80.19489976350,,
6936,WALTER ST,17,N1E 5N9,1,43.55320049670,-80.23376099430,,
10180,SUNNYLEA CRES,3,N1E 1W1,2,43.56000362850,-80.25844971080,,
10182,DEAN AVE,37,N1G 1K6,5,43.53271162720,-80.23930884430,,
10183,EMMA ST,176,N1E 1V7,2,43.56589403520,-80.25340443480,,
11028,BELLEVUE ST,40,N1G 1E8,5,43.53136528000,-80.24669536710,,
13301,PALMER ST,8,N1E 2P6,1,43.54960759140,-80.24863993530,,
10213,VANCOUVER DR,45,N1E 2E7,1,43.56178081190,-80.23885264990,,
10214,KORTRIGHT RD W,567,N1G 3J6,5,43.50866321840,-80.23190727880,,
10592,EXHIBITION ST,320,N1H 4R9,3,43.55512615590,-80.26876404310,,
13633,DELHI ST,106,N1E 4J8,2,43.55519390940,-80.25343700870,,
13457,HEARN AVE,39,N1H 5Y3,3,43.53421677440,-80.26189251270,,
14025,MARILYN DR,41,N1H 1G9,2,43.56277255720,-80.27166265290,,
14026,WAVERLEY DR,64,,2,43.57034736300,-80.26233780710,,
14028,ZADUK PL,50,,5,43.53216657700,-80.20412509860,,
4355,LAW DR,114,N1E 7J7,1,43.57023105910,-80.21472757590,,
5920,GRANGE ST,145,N1E 2V3,1,43.55475134960,-80.23735774000,,
2094,SILURIAN DR,222,N1E 7B9,1,43.56579949370,-80.22408800110,,
3761,SHADYBROOK CRES,64,N1G 3G6,6,43.50740897310,-80.23140481860,,
3248,DARBY RD,53,N1K 1R6,4,43.51948324230,-80.28018541550,,
2426,CLYTHE CREEK DR,40,N1E 7J4,1,43.57122140520,-80.21736552810,,
2428,GLASGOW ST N,34,N1H 4V5,3,43.54117468750,-80.25439885610,,
2430,RYAN AVE,1,N1E 2G4,1,43.55707931700,-80.24295628540,,
2431,QUEEN ST,108,N1E 4S1,2,43.55239264240,-80.25106869870,,
3054,SCOTTSDALE DR,766,N1G 3L8,5,43.51208434470,-80.23068001830,,
3055,PAISLEY RD,420,N1H 2R5,3,43.53683522240,-80.26778747840,,
3056,PTARMIGAN DR,38,N1C 1B5,6,43.49918934570,-80.24208630360,,
3057,NICKLIN CRES,10,N1H 5E9,3,43.55645038880,-80.27802833610,,
3945,MALCOLM RD,101,N1K 1A8,4,43.53631455140,-80.32318415980,,
3947,WESTRA DR,1,N1K 1Z7,4,43.52416963100,-80.30154316710,,
5779,EMMA ST,148,N1E 1V4,2,43.56357476310,-80.25490690190,,
4034,YOUNG ST,19,N1G 1M1,5,43.52820767370,-80.24403291150,,
4192,MERION ST,37,N1H 2L9,3,43.54072390080,-80.26530934330,,
4193,MALLARD CRT,24,N1C 1B5,6,43.49833820010,-80.24192242590,,
7975,SILURIAN DR,104,N1E 7G2,1,43.56520860830,-80.21744961990,,
4443,SLEEMAN AVE,47,N1H 6G3,3,43.53767826730,-80.27389635560,,
4695,MILLWOOD CRT,6,N1K 1R5,4,43.51986373780,-80.28026764870,,
7972,WILTON RD,55,N1E 7L6,2,43.57794821950,-80.26744631080,,
7672,SOUTHCREEK TRAIL,24,N1G 4Y9,6,43.51040732740,-80.21673832670,,
7674,WHISPERING RIDGE DR,5,N1G 3Z5,5,43.51428745840,-80.23631497500,,
7675,SWIFT CRES,162,N1E 7J5,1,43.57159329630,-80.21636711240,,
7649,WATERLOO AVE,273,N1H 3J6,3,43.53418739970,-80.25799255140,,
4046,MEMORIAL CRES,77,N1H 6C2,3,43.53482777450,-80.26736672590,,
7872,FOREST ST,51,N1G 1H7,5,43.53369959860,-80.24149554900,,
6103,BEAUMONT CRES,72,N1E 6A8,1,43.55709038220,-80.21915074880,,
6104,INVERNESS DR,79,N1E 6E4,2,43.57841786160,-80.26530830260,,
6458,IRONWOOD RD,330,N1G 3G3,6,43.50600167230,-80.22783891070,,
8191,THOMPSON DR,64,N1E 7A2,1,43.56829281060,-80.23034951110,,
6102,BEAUMONT CRES,68,N1E 6A8,1,43.55698096760,-80.21933935210,,
6191,CAREY CRES,2,N1H 7K2,4,43.53071940160,-80.28887639500,,
11844,BLAIR DR,3,N1L 1N3,6,43.51027051920,-80.18728170850,,
11845,OAKRIDGE CRES,27,N1L 1J3,6,43.51276984740,-80.19240188490,,
